	AA2	gene_name	geneID	identity	EGGNOG	annotation	COG	COG1	COG2	ref	type
34	39	D110_BL_05_NODE_3_length_312259_cov_280083_280689_40	-1.5	100.0	COG1518	maintenance of DNA repeat elements	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Cas genes
35	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_41	-2.5	99.95762162162164	COG3513	CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Cas genes
36	8	D110_BL_05_NODE_3_length_312259_cov_280083_280689_42	-3.5	55.406625000000005						D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
37	38	D110_BL_05_NODE_3_length_312259_cov_280083_280689_43	-4.5	99.7998684210527	COG0507	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
38	38	D110_BL_05_NODE_3_length_312259_cov_280083_280689_44	-5.5	98.38078947368425	COG1949	3'-to-5' exoribonuclease specific for small oligoribonucleotides	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
39	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_45	-6.5	99.93740540540536	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
40	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_46	-7.5	99.21086486486479	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
41	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_47	-8.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
42	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_48	-9.5	99.18613513513507	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
43	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_49	-10.5	77.15665714285711	COG0410	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
44	17	D110_BL_05_NODE_3_length_312259_cov_280083_280689_5	33.5	85.58817647058824	COG3934	Belongs to the glycosyl hydrolase 5 (cellulase A) family	G	METABOLISM	   Carbohydrate transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
45	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_50	-11.5	74.41127027027025	COG0411	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
46	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_51	-12.5	79.39102857142855	COG4177	L-phenylalanine transmembrane transporter activity	E	METABOLISM	   Amino acid transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
47	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_52	-13.5	76.27727027027026	COG0559	Belongs to the binding-protein-dependent transport system permease family	E	METABOLISM	   Amino acid transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
48	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_53	-14.5	75.89280000000002	COG0683	leucine binding	E	METABOLISM	   Amino acid transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
49	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_54	-15.5	92.24497142857138	COG2890	protein-(glutamine-N5) methyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
50	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_55	-16.5	99.52017142857143	COG0216	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
51	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_56	-17.5	100.0	COG0254	rRNA binding	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
52	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_57	-18.5	99.9512	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
53	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_58	-19.5	99.96622857142856	COG1070	Carbohydrate kinase	G	METABOLISM	   Carbohydrate transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
54	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_59	-20.5	97.17282857142851	31VWV		S	POORLY CHARACTERIZED	     Function unknown	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
55	9	D110_BL_05_NODE_3_length_312259_cov_280083_280689_6	32.5	97.67844444444444	33D6A	Nucleotidyltransferase substrate binding protein like	H	METABOLISM	   Coenzyme transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
56	35	D110_BL_05_NODE_3_length_312259_cov_280083_280689_60	-21.5	96.92262857142863	COG2244	polysaccharide biosynthetic process	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
57	37	D110_BL_05_NODE_3_length_312259_cov_280083_280689_61	-22.5	83.59118918918917	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
58	17	D110_BL_05_NODE_3_length_312259_cov_280083_280689_62	-23.5	99.37829411764704	COG3328	transposase activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Transposase
59	32	D110_BL_05_NODE_3_length_312259_cov_280083_280689_63	-24.5	99.81949999999996	COG4952	isomerase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
60	32	D110_BL_05_NODE_3_length_312259_cov_280083_280689_64	-25.5	99.51925	COG2814	Major facilitator Superfamily	P	METABOLISM	   Inorganic ion transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
61	32	D110_BL_05_NODE_3_length_312259_cov_280083_280689_65	-26.5	99.50500000000005	COG2223	nitrite transmembrane transporter activity	P	METABOLISM	   Inorganic ion transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
62	32	D110_BL_05_NODE_3_length_312259_cov_280083_280689_66	-27.5	96.76962500000002	30TT6		S	POORLY CHARACTERIZED	     Function unknown	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
63	1	D110_BL_05_NODE_3_length_312259_cov_280083_280689_67	-28.5	100.0	COG3547	Transposase (IS116 IS110 IS902 family)	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
64	9	D110_BL_05_NODE_3_length_312259_cov_280083_280689_7	31.5	98.61088888888887	COG1669	hydrolase activity, acting on ester bonds	V	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
65	5	D110_BL_05_NODE_3_length_312259_cov_280083_280689_8	30.5	98.57159999999999	COG1285	pathogenesis	E	METABOLISM	   Amino acid transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
66	30	D110_BL_05_NODE_3_length_312259_cov_280083_280689_9	29.5	93.55213333333337	COG1472	Belongs to the glycosyl hydrolase 3 family	G	METABOLISM	   Carbohydrate transport and metabolism	D110_BL_05_NODE_3_length_312259_cov_280083_280689	Others
0	36	D30_BL_19_NODE_2_length_240698_cov_228098_228769_1	-42.5	74.16188888888888	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
1	32	D30_BL_19_NODE_2_length_240698_cov_228098_228769_10	-33.5	98.85531250000003	COG2223	nitrite transmembrane transporter activity	P	METABOLISM	   Inorganic ion transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
2	32	D30_BL_19_NODE_2_length_240698_cov_228098_228769_11	-32.5	98.3574375	COG2814	Major facilitator Superfamily	P	METABOLISM	   Inorganic ion transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
3	32	D30_BL_19_NODE_2_length_240698_cov_228098_228769_12	-31.5	99.81949999999996	COG4952	isomerase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
4	16	D30_BL_19_NODE_2_length_240698_cov_228098_228769_13	-30.5	99.84375	COG1979	alcohol dehydrogenase	C	METABOLISM	   Energy production and conversion	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
5	16	D30_BL_19_NODE_2_length_240698_cov_228098_228769_14	-29.5	99.40568749999998	COG5606	Transcriptional regulator	Q	METABOLISM	   Secondary metabolites biosynthesis, transport and catabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
6	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_15	-28.5	67.49575675675673	COG2182	Extracellular solute-binding protein	G	METABOLISM	   Carbohydrate transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
7	16	D30_BL_19_NODE_2_length_240698_cov_228098_228769_16	-27.5	99.6971875	COG1175	transmembrane transport	P	METABOLISM	   Inorganic ion transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
8	16	D30_BL_19_NODE_2_length_240698_cov_228098_228769_17	-26.5	99.85374999999999	COG3833	ABC-type maltose transport systems, permease component	P	METABOLISM	   Inorganic ion transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
9	16	D30_BL_19_NODE_2_length_240698_cov_228098_228769_18	-25.5	98.44924999999999	COG3940	Belongs to the glycosyl hydrolase 43 family	G	METABOLISM	   Carbohydrate transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
10	28	D30_BL_19_NODE_2_length_240698_cov_228098_228769_19	-24.5	76.6115357142857	30YZK	Lipocalin-like domain	S	POORLY CHARACTERIZED	     Function unknown	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
11	26	D30_BL_19_NODE_2_length_240698_cov_228098_228769_2	-41.5	96.75496153846152	COG4213	ABC transporter substrate-binding protein	G	METABOLISM	   Carbohydrate transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
12	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_20	-23.5	66.53578378378381	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
13	16	D30_BL_19_NODE_2_length_240698_cov_228098_228769_21	-22.5	99.450625	COG3420	alginic acid biosynthetic process	P	METABOLISM	   Inorganic ion transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
14	16	D30_BL_19_NODE_2_length_240698_cov_228098_228769_22	-21.5	100.0	32ZZT		S	POORLY CHARACTERIZED	     Function unknown	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
15	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_23	-20.5	96.92262857142863	COG2244	polysaccharide biosynthetic process	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
16	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_24	-19.5	97.78854285714283	31VWV		S	POORLY CHARACTERIZED	     Function unknown	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
17	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_25	-18.5	99.96622857142856	COG1070	Carbohydrate kinase	G	METABOLISM	   Carbohydrate transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
18	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_26	-17.5	99.9512	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
19	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_27	-16.5	100.0	COG0254	rRNA binding	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
20	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_28	-15.5	99.67745714285714	COG0216	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
21	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_29	-14.5	92.24497142857138	COG2890	protein-(glutamine-N5) methyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
22	36	D30_BL_19_NODE_2_length_240698_cov_228098_228769_3	-40.5	78.27213888888889	COG1129	ABC transporter	G	METABOLISM	   Carbohydrate transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
23	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_30	-13.5	76.04451428571427	COG0683	leucine binding	E	METABOLISM	   Amino acid transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
24	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_31	-12.5	76.56097297297298	COG0559	Belongs to the binding-protein-dependent transport system permease family	E	METABOLISM	   Amino acid transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
25	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_32	-11.5	79.39102857142855	COG4177	L-phenylalanine transmembrane transporter activity	E	METABOLISM	   Amino acid transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
26	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_33	-10.5	74.41127027027025	COG0411	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
27	35	D30_BL_19_NODE_2_length_240698_cov_228098_228769_34	-9.5	77.01194285714284	COG0410	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
28	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_35	-8.5	97.75099999999996	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
29	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_36	-7.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
30	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_37	-6.5	99.0716216216216	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
31	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_38	-5.5	99.76005405405401	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
32	38	D30_BL_19_NODE_2_length_240698_cov_228098_228769_39	-4.5	98.38078947368425	COG1949	3'-to-5' exoribonuclease specific for small oligoribonucleotides	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
33	37	D30_BL_19_NODE_2_length_240698_cov_228098_228769_4	-39.5	85.71399999999998	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	D30_BL_19_NODE_2_length_240698_cov_228098_228769	Others
